id,title,domain,domains_touched,tier,status,confidence,date_start,date_end,date_precision,prereq_count,prereqs,enables_count,enables,contested,tags
MIG-030,Transhumance (Seasonal Pastoral Migration),migration,agriculture,standard,drafted,high,-6000,1900,era,0,,0,,FALSE,transhumance; pastoralism; mesta; seasonal-migration
MIG-040,Wheel and Wagon,migration,engineering,standard,drafted,medium,-4000,-2000,era,0,,1,MIG-110,FALSE,wagon; wheel; nomadism; transport; steppe
MIG-050,Horse Husbandry and the Mobility Threshold,migration,agriculture; war; commerce,core,drafted,high,-3500,-1000,era,0,,5,MIG-120; MIG-110; COM-050; MIG-130; MED-030,TRUE,horse; domestication; mobility; steppe
MIG-060,Maritime Colonization (City-States and Trading Posts),migration,commerce,core,drafted,high,-1200,1600,era,0,,2,MIG-150; DIP-090,FALSE,colonization; trading-post; city-state; maritime; phoenician; greek
MIG-070,Diasporas as Trade Networks,migration,commerce,core,drafted,high,-1000,1500,era,1,MIG-080,2,MIG-100; REL-080,FALSE,diaspora; trade-network; trust; kin-network
MIG-080,Camel Caravan Mobility and Desert Crossing,migration,agriculture; commerce,core,drafted,high,-1000,1500,era,0,,1,MIG-070,FALSE,camel; caravan; trans-saharan; desert-crossing; north-arabian-saddle
MIG-090,Frontier Colonization (Land for Risk),migration,agriculture,core,drafted,high,-700,1900,era,0,,1,MIG-150,FALSE,colonization; frontier; settlement; land-tenure
MIG-100,"Jewish Diaspora and the ""Jewish Question""",migration,religion; law; finance,core,drafted,high,-586,1948,era,1,MIG-070,0,,TRUE,jewish-diaspora; antisemitism; emancipation; exile
MIG-110,Steppe Confederations,migration,war; diplomacy; agriculture,core,drafted,medium,-200,1200,century,2,MIG-050; MIG-040,1,MIG-130,FALSE,steppe; confederation; xiongnu; nomadic-empire; mobility
MIG-120,Great Migrations,migration,war,core,drafted,medium,300,800,century,1,MIG-050,0,,TRUE,migration-period; volkerwanderung; roman-empire; steppe-pressure
MIG-130,"Steppe Waves (Mongol, Hungarian, Seljuk)",migration,war; diplomacy,core,drafted,high,850,1300,century,3,MIG-110; MIG-050; MIG-040,0,,FALSE,mongol; seljuk; magyar; steppe-wave; conquest; sedentarization
MIG-140,Norman Conquest as Elite-Replacement Migration,migration,war; law,standard,drafted,high,1066,1100,decade,0,,0,,FALSE,norman-conquest; elite-replacement; domesday; land-tenure
MIG-150,Colonization of the Americas (Settler Migration Waves),migration,agriculture; commerce; war; religion; law; health,core,drafted,high,1500,1800,century,2,MIG-060; MIG-090,0,,FALSE,colonization; americas; settlement; indentured-servitude
MIG-160,Atlantic Slavery as Forced Migration,migration,commerce; law; agriculture; health,core,drafted,high,1526,1867,decade,1,WAR-035,2,REL-240; AGR-210,TRUE,atlantic-slave-trade; forced-migration; middle-passage; chattel-slavery
MIG-170,Industrial Internal Migration,migration,commerce; health,core,drafted,high,1750,1950,century,0,,0,,FALSE,industrialization; urbanization; rural-urban-migration; hukou
MIG-180,Passenger Service (Regular Lines),migration,commerce; engineering,core,drafted,high,1840,1920,decade,0,,4,MIG-230; MIG-220; MIG-200; MIG-210,FALSE,steamship; emigration; passenger-line; mass-migration
MIG-190,Gold Rushes and Resource Frontiers,migration,commerce,core,drafted,high,1848,1900,decade,0,,0,,FALSE,gold-rush; resource-frontier; mining; exclusion-laws
MIG-200,Migrant Networks: Remittances and Chain Migration,migration,finance; commerce,core,drafted,high,1850,2000,era,1,MIG-180,0,,FALSE,remittances; chain-migration; diaspora-networks; migrant-networks
MIG-210,Circular and Return Migration,migration,commerce,standard,drafted,high,1880,1920,decade,1,MIG-180,0,,FALSE,return-migration; circular-migration; birds-of-passage; remigration
MIG-220,Immigration Restriction and Quota Systems,migration,law,core,drafted,high,1882,1924,decade,1,MIG-180,0,,FALSE,immigration-restriction; chinese-exclusion-act; national-origins-act; quota
MIG-230,"Passports, Visas, and Borders as an Institution",migration,law; diplomacy,core,drafted,high,1914,1970,decade,1,MIG-180,5,MIG-250; MIG-260; MIG-280; MIG-270; MIG-240,FALSE,passport; visa; border; documentation; state-capacity
MIG-240,Refugee Status and Asylum as a Legal Category,migration,law; diplomacy,core,drafted,high,1921,1980,century,1,MIG-230,0,,TRUE,refugee; asylum; unhcr; nansen-passport; non-refoulement
MIG-250,State-Driven Forced Population Movement,migration,law; diplomacy,core,drafted,high,1923,1990,decade,2,MIG-230; MTH-075,0,,FALSE,deportation; population-exchange; partition; forced-migration; nation-state; repatriation; decolonization; settler-return
MIG-260,Scientific Migration and Brain Drain,migration,nature,core,drafted,high,1933,2000,decade,1,MIG-230,0,,TRUE,brain-drain; scientific-migration; skilled-labor; higher-education
MIG-270,Postcolonial and Labor Migration,migration,commerce; law,core,drafted,high,1948,1980,decade,1,MIG-230,0,,FALSE,postcolonial-migration; guest-worker; kafala; decolonization; labor-migration
MIG-280,Migration Unions (Free-Movement Agreements),migration,diplomacy; law,standard,drafted,medium,1954,1995,decade,1,MIG-230,0,,FALSE,free-movement; nordic-passport-union; eu; ecowas; treaty
NAT-015,Positional Astronomy and Predictive Tables,nature,mathematics; religion; maritime; agriculture,core,drafted,medium,-1650,1700,era,2,MED-010; MTH-015,3,MAR-050; REL-030; NAT-120,TRUE,astronomy; saros; almagest; zij; maragha; samarkand; dresden-codex; astronomical-bureau
NAT-020,Metaphysics as an Explanatory Framework,nature,philosophy,core,drafted,medium,-600,1200,era,0,,2,NAT-090; PHI-100,FALSE,metaphysics; cosmology; nyaya; correlative-cosmology
NAT-040,Mechanics,nature,engineering,core,drafted,high,-350,1687,era,2,MTH-015; MTH-025,5,ENG-170; NAT-120; NAT-180; NAT-170; NAT-220,FALSE,mechanics; impetus-theory; newton; motion
NAT-050,Translation Movements and the Assembling of the Canon,nature,religion; diplomacy,core,drafted,high,750,1200,century,2,MTH-030; REL-090,3,PHI-220; NAT-110; PHI-200,FALSE,translation-movement; house-of-wisdom; toledo-school; canon-formation
NAT-080,"Optical Theory, Refraction, and Lenses",nature,engineering,core,drafted,medium,984,1611,era,1,NAT-090,2,NAT-120; NAT-130,FALSE,optics; refraction; ibn-sahl; kepler; lenses
NAT-090,Empiricism and Experiment,nature,,core,drafted,high,1021,1687,century,2,NAT-020; MTH-030,5,NAT-160; NAT-190; NAT-130; NAT-080; NAT-150,FALSE,empiricism; experiment; ibn-al-haytham; scientific-method
NAT-100,Geology and Deep Time,nature,,core,drafted,high,1088,1830,era,0,,2,NAT-190; NAT-230,FALSE,geology; deep-time; uniformitarianism; shen-kuo; lyell
NAT-110,The Sack of Baghdad and the Loss of the House of Wisdom,nature,religion,core,drafted,high,1258,1258,year,1,NAT-050,0,,TRUE,sack-of-baghdad; house-of-wisdom; mongol-conquest; knowledge-loss
NAT-120,Heliocentrism,nature,religion,core,drafted,high,1259,1687,century,3,NAT-015; NAT-040; NAT-080,0,,TRUE,heliocentrism; copernicus; maragha-school; tusi-couple
NAT-130,Germ Theory,nature,health,core,drafted,high,1348,1884,era,2,NAT-090; NAT-080,1,HLT-310,FALSE,germ-theory; pasteur; koch; contagion
NAT-140,Taxonomy and Systematic Classification,nature,health,standard,drafted,high,1550,1758,century,0,,0,,FALSE,taxonomy; linnaeus; li-shizhen; classification
NAT-150,The Scientific Society and Peer Review,nature,,core,drafted,high,1660,1900,century,1,NAT-090,1,NAT-250,TRUE,royal-society; peer-review; scientific-institution; priority-dispute
NAT-160,The Chemical Revolution,nature,engineering,standard,drafted,high,1661,1789,century,1,NAT-090,2,NAT-200; ENG-275,FALSE,chemistry; lavoisier; phlogiston; alchemy
NAT-170,Electromagnetism,nature,engineering,core,drafted,high,1820,1888,century,2,NAT-040; MTH-045,7,MED-100; ENG-300; NAT-220; MED-120; WAR-315; MED-110; MAR-335,FALSE,electromagnetism; maxwell; faraday; hertz; telegraph-theory
NAT-180,Thermodynamics,nature,engineering,core,drafted,high,1824,1865,century,3,NAT-040; MTH-040; MTH-045,1,NAT-210,FALSE,thermodynamics; carnot; entropy; heat-engine
NAT-190,The Theory of Evolution,nature,health; religion,core,drafted,high,1859,1900,century,2,NAT-090; NAT-100,0,,TRUE,evolution; natural-selection; darwin; common-descent
NAT-200,The Periodic Table and Predictive Classification,nature,,standard,drafted,high,1869,1869,decade,1,NAT-160,0,,FALSE,periodic-table; mendeleev; chemistry; predictive-classification
NAT-210,Quantum Theory,nature,engineering,core,drafted,high,1900,1935,century,3,NAT-180; MTH-040; MTH-045,1,ENG-330,TRUE,quantum-theory; bose-einstein-statistics; copenhagen-interpretation
NAT-220,Relativity,nature,,standard,drafted,high,1905,1919,decade,3,NAT-040; NAT-170; MTH-045,1,ENG-340,FALSE,relativity; einstein; spacetime; general-relativity
NAT-230,Plate Tectonics and the Delayed Vindication of Continental Drift,nature,,core,drafted,high,1912,1965,century,1,NAT-100,0,,FALSE,plate-tectonics; continental-drift; wegener; seafloor-spreading
NAT-250,Big Science,nature,war; finance; diplomacy; migration,core,drafted,medium,1930,2000,decade,1,NAT-150,1,NAT-260,TRUE,big-science; cyclotron; manhattan-project; cern; apollo; human-genome-project; hyperauthorship; bhabha; two-bombs-one-satellite; kek; huemul
NAT-260,Simulation as a Third Mode of Inquiry,nature,mathematics; engineering; war; health,core,drafted,medium,1945,2000,decade,2,NAT-250; MTH-087,0,,TRUE,simulation; general-circulation-model; climate-model; monte-carlo; stockpile-stewardship; casp; model-intercomparison; keldysh; earth-simulator; c-dac; export-controls
PHI-010,Pre-Axial Wisdom Literature,philosophy,religion,core,drafted,medium,-2400,-900,era,0,,1,PHI-030,TRUE,wisdom-literature; ptahhotep; edubba; maat; pre-axial
PHI-020,Zoroastrian Moral Dualism,philosophy,religion,standard,drafted,medium,-1200,-500,era,0,,0,,TRUE,zoroastrianism; gathas; ahura-mazda; dualism; eschatology
PHI-030,The Emergence of Schools of Thought,philosophy,,core,drafted,medium,-800,-200,era,1,PHI-010,9,PHI-040; PHI-080; PHI-060; PHI-130; PHI-110; PHI-070; PHI-090; PHI-170; PHI-120,FALSE,schools-of-thought; hundred-schools; darsana; lineage-transmission
PHI-040,Atman/Brahman — Vedanta and the Upanishads,philosophy,nature,core,drafted,medium,-800,-200,era,1,PHI-030,1,PHI-190,TRUE,vedanta; upanishads; atman; brahman; monism
PHI-050,"Hebrew Prophetic Ethics: Covenant, Critique of Power, and Social Justice",philosophy,,core,drafted,medium,-750,-500,era,0,,0,,TRUE,hebrew-prophets; covenant; amos; isaiah; jeremiah; social-justice
PHI-060,Daoism: Non-Action and Naturalness,philosophy,,core,drafted,medium,-600,-200,era,1,PHI-030,0,,TRUE,daoism; wu-wei; ziran; laozi; zhuangzi
PHI-070,Non-Violence (Jainism),philosophy,,core,drafted,medium,-599,-527,era,1,PHI-030,0,,TRUE,jainism; mahavira; ahimsa; anekantavada
PHI-080,Confucian Universal Ethics and Ritual (Li),philosophy,,core,drafted,medium,-551,-221,era,1,PHI-030,1,PHI-210,TRUE,confucianism; li; ren; virtue-ethics
PHI-090,Nirvana and the Four Noble Truths (Buddhism),philosophy,religion,core,drafted,medium,-480,-400,era,1,PHI-030,1,PHI-180,TRUE,buddhism; four-noble-truths; nirvana; anatta
PHI-100,The Socratic Turn,philosophy,,core,drafted,medium,-470,-399,year,1,NAT-020,2,PHI-140; PHI-150,TRUE,socrates; elenchus; dialectic; ethics
PHI-110,Mohism: Universal Concern and Early Consequentialism,philosophy,war,core,drafted,medium,-470,-221,era,1,PHI-030,0,,TRUE,mohism; mozi; jian-ai; consequentialism
PHI-120,Cynicism and the Rejection of Convention,philosophy,,standard,drafted,medium,-412,-323,era,1,PHI-030,0,,FALSE,cynicism; diogenes; anti-conventionalism
PHI-130,Legalism (Fa): Law as a Technology of the State,philosophy,law,core,drafted,high,-400,-206,era,1,PHI-030,1,PHI-170,TRUE,legalism; han-feizi; shang-yang; fa; statecraft
PHI-140,Justice and the Politics of the Polis,philosophy,law,core,drafted,medium,-380,-322,year,1,PHI-100,2,PHI-150; PHI-160,TRUE,plato; aristotle; polis; justice; arthashastra
PHI-150,The Collapse of the Polis and Hellenistic Ethics,philosophy,,core,drafted,medium,-323,-30,era,1,PHI-140,1,PHI-160,TRUE,stoicism; epicureanism; skepticism; hellenistic-philosophy
PHI-160,Natural Law,philosophy,law,core,drafted,medium,-300,1274,era,2,PHI-140; PHI-150,1,PHI-270,TRUE,natural-law; stoicism; aquinas; mutazila
PHI-170,Suppression and Closure of Philosophical Institutions,philosophy,,core,drafted,high,-213,529,era,2,PHI-030; PHI-130,0,,FALSE,book-burning; qin-dynasty; academy-of-athens; justinian; suppression
PHI-180,Chan/Zen: Practice as Epistemology,philosophy,,core,drafted,medium,500,1253,era,1,PHI-090,0,,TRUE,chan-buddhism; zen; koan; dogen; bodhidharma
PHI-190,Advaita Vedanta (Shankara),philosophy,religion,core,drafted,medium,700,750,century,1,PHI-040,0,,TRUE,advaita-vedanta; shankara; non-dualism; maya
PHI-200,Falsafa: Islamic Peripatetic Philosophy and the Reason-Revelation Synthesis,philosophy,nature; religion,core,drafted,high,850,1198,era,1,NAT-050,1,PHI-220,TRUE,falsafa; avicenna; averroes; al-ghazali; al-farabi; incoherence
PHI-210,Neo-Confucianism,philosophy,law,core,drafted,medium,1000,1200,century,1,PHI-080,0,,FALSE,neo-confucianism; zhu-xi; li-principle; qi
PHI-220,Scholasticism and the University Debate,philosophy,religion,core,drafted,high,1088,1350,century,3,NAT-050; MTH-030; PHI-200,2,PHI-230; PHI-250,FALSE,scholasticism; university; disputatio; universals; aquinas
PHI-230,Renaissance Humanism,philosophy,,core,drafted,medium,1350,1550,century,1,PHI-220,0,,TRUE,renaissance-humanism; petrarch; pico-della-mirandola; studia-humanitatis
PHI-240,Ibn Khaldun's Muqaddimah: Cyclical Theory of Civilizational Rise and Decline,philosophy,,core,drafted,medium,1377,1377,year,0,,0,,TRUE,ibn-khaldun; asabiyyah; muqaddimah; cyclical-history
PHI-250,"Rationalism and ""Method""",philosophy,,core,drafted,high,1637,1716,century,1,PHI-220,5,PHI-310; PHI-320; PHI-370; PHI-360; PHI-260,TRUE,rationalism; descartes; spinoza; leibniz; zera-yacob
PHI-260,"Enlightenment Sociability: Salons, Coffeehouses, and the Public Sphere",philosophy,,stub,drafted,medium,1650,1800,century,1,PHI-250,0,,FALSE,salon; coffeehouse; public-sphere; enlightenment-sociability
PHI-270,Empiricism and Early Modern Political Philosophy,philosophy,law,core,drafted,high,1651,1689,century,1,PHI-160,7,PHI-280; PHI-320; PHI-300; PHI-370; PHI-350; PHI-330; PHI-360,TRUE,locke; hobbes; empiricism; social-contract; state-of-nature
PHI-280,Secularization,philosophy,religion; diplomacy,core,drafted,low,1689,1905,era,1,PHI-270,0,,TRUE,secularization; weber-disenchantment; laicite; differentiation-thesis
PHI-290,Shinto and Kokutai — the Sacralization of Sovereign Power,philosophy,religion; diplomacy,standard,drafted,medium,1730,1945,century,0,,0,,TRUE,shinto; kokutai; kokugaku; meiji-restoration
PHI-300,The Invention of Society,philosophy,,core,drafted,medium,1748,1893,century,1,PHI-270,0,,TRUE,durkheim; montesquieu; social-facts; ubuntu
PHI-310,Romanticism,philosophy,diplomacy,standard,drafted,medium,1770,1850,century,1,PHI-250,0,,FALSE,romanticism; herder; volksgeist; nationalism
PHI-320,Idealism and the Autonomy of Morality (Kant),philosophy,,core,drafted,high,1781,1804,year,2,PHI-250; PHI-270,3,PHI-380; PHI-390; PHI-340,FALSE,kant; transcendental-idealism; categorical-imperative; autonomy
PHI-330,Utilitarianism (Bentham and Mill),philosophy,,standard,drafted,high,1789,1863,century,1,PHI-270,0,,TRUE,utilitarianism; bentham; mill; felicific-calculus; harm-principle
PHI-340,Kierkegaard and the Leap of Faith,philosophy,,stub,drafted,high,1841,1855,century,1,PHI-320,1,PHI-400,FALSE,kierkegaard; existentialism; leap-of-faith; subjectivity
PHI-350,Historical Materialism,philosophy,finance,core,drafted,high,1845,1883,era,1,PHI-270,1,PHI-410,TRUE,marx; historical-materialism; base-superstructure; ideology-critique
PHI-360,Nietzschean Genealogy and the Critique of Morality as Power,philosophy,,core,drafted,high,1878,1900,century,2,PHI-250; PHI-270,1,PHI-400,TRUE,nietzsche; genealogy; master-slave-morality; ressentiment; will-to-power
PHI-370,Pragmatism,philosophy,,core,drafted,high,1878,1930,century,2,PHI-250; PHI-270,0,,TRUE,pragmatism; william-james; john-dewey; charles-peirce
PHI-380,Science of the Soul — Psychoanalysis as Philosophy of Mind,philosophy,health,standard,drafted,medium,1900,1960,century,1,PHI-320,1,PHI-400,TRUE,psychoanalysis; unconscious; philosophy-of-mind; popper-falsifiability
PHI-390,Logical Positivism and the Linguistic Turn,philosophy,nature,core,drafted,high,1921,1953,century,1,PHI-320,0,,FALSE,logical-positivism; wittgenstein; vienna-circle; verificationism; ordinary-language-philosophy
PHI-400,Existentialism and Structuralism,philosophy,,core,drafted,medium,1927,1966,century,3,PHI-380; PHI-360; PHI-340,0,,TRUE,existentialism; sartre; structuralism; levi-strauss; fanon
PHI-410,Mass Culture and the Culture Industry,philosophy,health,standard,drafted,medium,1930,1960,century,2,PHI-350; MED-130,0,,TRUE,frankfurt-school; adorno; horkheimer; culture-industry; benjamin
REL-010,"Pre-Institutional Religion: Ancestor Cults, Shamanic Practice, and Sacred Sites",religion,,core,drafted,medium,-20000,-3000,era,0,,1,REL-020,TRUE,gobekli-tepe; shamanism; ancestor-veneration; pre-literate-religion
REL-020,Temple Economy — Priesthood as Custodian of Reserves and Ritual,religion,finance,core,drafted,high,-3000,1800,era,3,FIN-020; REL-010; AGR-050,2,REL-060; REL-190,FALSE,temple-economy; priesthood; endowment; hindu-temple
REL-030,The Liturgical Calendar and Sacred Time,religion,,standard,drafted,high,-600,1600,era,1,NAT-015,0,,FALSE,liturgical-calendar; sabbath; ramadan; sacred-time
REL-040,Religious Toleration,religion,law; diplomacy,core,drafted,high,-539,1648,era,0,,1,REL-252,TRUE,toleration; ashoka-edicts; millet-system; peace-of-westphalia
REL-050,Universalism — The Institutional Consequence of an Ethical Claim,religion,philosophy; migration,core,drafted,medium,-500,700,era,0,,3,REL-070; REL-080; REL-140,FALSE,universalism; axial-age; ummah; ethical-religion
REL-060,Monasticism and Ascetic Institutions,religion,health,core,drafted,high,-250,900,era,1,REL-020,5,HLT-160; REL-250; REL-090; REL-200; REL-180,FALSE,monasticism; sangha; desert-fathers; ascetic-vows
REL-070,Canon — The Institutional Fixation of Doctrine,religion,philosophy,core,drafted,high,-250,1382,era,1,REL-050,4,REL-120; REL-150; REL-080; MED-040,FALSE,canon; council-of-nicaea; pali-canon; quran-codification
REL-080,Missionary Work as Soft Expansion,religion,diplomacy; commerce,core,drafted,high,-250,1650,era,2,REL-070; REL-050,0,,FALSE,missionary-work; ashoka; jesuit-missions; da-wa
REL-090,"Religious Education: Madrasas, Yeshivas, and Cathedral Schools",religion,nature; philosophy,core,drafted,high,220,1500,era,1,REL-060,2,REL-140; NAT-050,FALSE,madrasa; yeshiva; cathedral-school; ijaza; religious-credentialing
REL-100,Relic Veneration and the Cult of Saints,religion,,standard,drafted,high,300,1500,era,0,,0,,FALSE,relic; cult-of-saints; pilgrimage-economy; relic-theft
REL-110,Dogmatic Governance and the Cathedral as Administrative Seat,religion,engineering,core,drafted,high,313,1350,era,1,ENG-110,2,REL-170; REL-210,FALSE,cathedral; diocese; bishop; kulliye
REL-120,Institutionalization of the Church — and Where It Does Not Form,religion,,core,drafted,high,325,1500,era,1,REL-070,2,REL-150; REL-220,FALSE,church-hierarchy; diocese; decentralized-religion; priestly-rivalry
REL-130,Tithes,religion,finance; law,core,drafted,high,567,1200,era,1,FIN-020,0,,FALSE,tithe; church-revenue; dana; ecclesiastical-tax
REL-140,Sacred Law and Religious Courts,religion,law,core,drafted,high,622,1200,era,3,LAW-020; REL-090; REL-050,0,,FALSE,sharia; canon-law; beth-din; dharmashastra-courts
REL-150,The Fight Against Heresy — Iconoclasm and Holy War,religion,war; law,core,drafted,high,632,1300,era,2,REL-070; REL-120,0,,TRUE,heresy; iconoclasm; holy-war; sunni-shia-split
REL-160,Pilgrimage as Infrastructure,religion,engineering; commerce,core,drafted,high,632,1500,era,1,ENG-090,0,,FALSE,pilgrimage; hajj; kumbh-mela; sacred-geography
REL-170,Investiture and the Papacy-Empire Conflict,religion,law; diplomacy,standard,drafted,high,1075,1122,decade,1,REL-110,0,,FALSE,investiture-controversy; papacy; holy-roman-empire; caesaropapism
REL-180,The Knights Templar: Rise and Suppression,religion,,stub,drafted,high,1119,1312,century,1,REL-060,0,,FALSE,knights-templar; philip-iv; military-order; dissolution
REL-190,"Indulgences, Purgatory, and the Economy of Salvation",religion,,core,drafted,high,1200,1567,era,1,REL-020,1,REL-230,FALSE,indulgence; purgatory; luther; saint-peters-basilica
REL-200,Religious Confraternities and Lay Guilds,religion,,standard,drafted,high,1200,1600,era,1,REL-060,0,,FALSE,confraternity; lay-guild; tariqa; mutual-aid
REL-210,The Parish Network as a Governance Network,religion,law,core,drafted,high,1215,1700,era,1,REL-110,1,WAR-200,FALSE,parish; danka-system; vital-records; local-administration
REL-220,The Confessional State,religion,law; diplomacy,core,drafted,high,1501,1648,era,1,REL-120,4,REL-040; DIP-100; REL-260; REL-252,FALSE,confessional-state; safavid-iran; peace-of-augsburg; state-religion
REL-230,Printed Religion and the Fragmentation of Institutional Authority,religion,engineering; health,core,drafted,high,1522,1650,century,3,HLT-190; MED-080; REL-190,0,,TRUE,reformation; vernacular-bible; sola-scriptura; print-schism
REL-240,Syncretic Cults,religion,migration,core,drafted,medium,1526,1850,century,1,MIG-160,0,,FALSE,syncretism; vodou; santeria; candomble
REL-250,The Dissolution of Religious Institutions,religion,,core,drafted,high,1536,1794,century,1,REL-060,0,,FALSE,dissolution-of-the-monasteries; henry-viii; secularization; church-confiscation
REL-252,The Secular Settlement,religion,law; diplomacy,core,drafted,medium,1648,1905,era,2,REL-220; REL-040,2,REL-255; REL-258,TRUE,secular-settlement; disestablishment; laicite; first-amendment; catholic-emancipation; tanzimat; millet-system; personal-law; civil-religion
REL-255,Religious Decline as a Regional Outcome,religion,law; health; philosophy,core,drafted,medium,1750,2000,era,1,REL-252,0,,TRUE,secularisation-thesis; religious-decline; religious-economies; functional-differentiation; existential-security; state-atheism; kemalism; quiet-revolution; believing-without-belonging
REL-258,Religious Competition for Schools and Media,religion,law; media,core,drafted,medium,1850,2020,decade,1,REL-252,0,,FALSE,religious-schooling; schoolstrijd; pillarisation; madrasa; deoband; vidya-bharati; imam-hatip; cassette-sermons; televangelism; pentecostalism; liberation-theology; religious-broadcasting
REL-260,State Shinto and the Modern Invention of a National Religion,religion,philosophy,stub,drafted,high,1868,1945,era,1,REL-220,0,,FALSE,state-shinto; meiji-japan; national-religion; imperial-cult
WAR-010,Raiding as Subsistence,war,agriculture; migration; commerce,core,drafted,medium,-8000,1830,era,2,AGR-050; AGR-030,2,WAR-020; WAR-035,TRUE,raiding; cattle-raid; tain-bo-cuailnge; gavishti; flower-war; captive-taking; nucleated-settlement
WAR-020,From Raid to Protection Rent,war,diplomacy; commerce; maritime; migration,core,drafted,medium,-3500,1830,era,1,WAR-010,1,WAR-060,TRUE,protection-rent; danegeld; chauth; khuwwa; roving-bandit; stationary-bandit; tilly; olson; barfield
WAR-030,Bronze Age Warfare and the Elite Chariot Monopoly,war,engineering; commerce,core,drafted,medium,-3000,-1200,era,0,,1,WAR-040,TRUE,chariot; bronze-age; elite-warfare; tin-trade
WAR-035,Enslavement as Captive Disposal,war,law; commerce; agriculture; migration; religion,core,drafted,medium,-3000,1888,era,3,WAR-010; AGR-010; AGR-050,2,MIG-160; AGR-210,TRUE,slavery; captives; coerced-labour; social-death; nieboer-domar; manumission
WAR-037,Demobilisation and the Returning Army,war,finance; law; migration,core,drafted,medium,-1550,2020,era,1,WAR-060,1,WAR-240,TRUE,demobilisation; veterans; veteran-settlement; marian-reforms; aerarium-militare; fubing; jiedushi; sekban; celali-revolts; new-model-army; freikorps; bonus-army; gi-bill; coup; banditry
WAR-040,Mass Iron and the End of the Elite Warrior Monopoly,war,engineering; commerce,core,drafted,high,-1200,-500,era,3,WAR-030; COM-020; ENG-010,2,WAR-100; WAR-130,TRUE,ironworking; metallurgy; bronze-age-collapse; mass-equipping
WAR-050,War Elephants,war,agriculture,stub,drafted,high,-1000,200,era,0,,0,,FALSE,war-elephants; mauryan-warfare; hannibal; hellenistic-warfare
WAR-060,Professional Squad and Standing Army,war,finance,core,drafted,high,-900,-100,era,1,WAR-020,13,WAR-070; WAR-080; WAR-130; WAR-230; WAR-250; WAR-210; WAR-200; WAR-120; WAR-240; WAR-190; WAR-180; WAR-100; WAR-037,FALSE,standing-army; professionalization; hoplite; legion
WAR-070,Siege Warfare and Investment Doctrine,war,engineering,core,drafted,high,-900,1500,era,2,WAR-060; WAR-090,2,WAR-150; WAR-160,FALSE,siege; fortification; investment; campaign-doctrine
WAR-080,Cavalry Doctrine,war,migration; agriculture,core,drafted,high,-900,1600,era,1,WAR-060,0,,FALSE,cavalry; horse-archery; shock-cavalry; mobility
WAR-090,Military Logistics and Supply Lines,war,commerce; agriculture,core,drafted,high,-900,1800,era,0,,3,WAR-070; WAR-230; WAR-120,FALSE,logistics; supply-lines; foraging; campaign-doctrine
WAR-100,Battle Formation — Phalanx and Legion,war,,core,drafted,high,-700,-100,era,2,WAR-040; WAR-060,0,,TRUE,phalanx; legion; formation; infantry-tactics
WAR-110,Reconnaissance and Fog of War,war,,core,drafted,high,-500,1900,era,0,,1,WAR-270,FALSE,reconnaissance; scouting; intelligence; fog-of-war
WAR-120,War of Attrition,war,commerce; finance,core,drafted,high,-430,1918,era,2,WAR-060; WAR-090,1,WAR-280,TRUE,attrition; endurance; total-war; sino-japanese-war
WAR-130,Gunpowder Infantry Doctrine,war,engineering; finance,core,drafted,high,900,1600,century,3,WAR-060; WAR-040; ENG-140,2,WAR-150; WAR-170,FALSE,gunpowder; firearms; infantry-doctrine; standing-army-finance
WAR-140,Mercenary Companies and the Market for Violence,war,finance,core,drafted,high,1300,1650,era,0,,0,,FALSE,mercenary; condottieri; landsknecht; swiss-pikemen; contract-soldiery
WAR-150,Artillery Doctrine,war,engineering; finance,core,drafted,high,1370,1700,century,2,WAR-070; WAR-130,5,WAR-260; WAR-310; WAR-270; WAR-330; WAR-160,FALSE,artillery; gunfounding; siege-train; field-artillery
WAR-160,Fortification Response and the Artillery-Siege Arms Race,war,engineering,core,drafted,high,1500,1700,century,2,WAR-070; WAR-150,0,,FALSE,trace-italienne; bastion-fortification; siege-artillery; fortification
WAR-170,Close-Order Drill as a Training Technology,war,,standard,drafted,high,1590,1700,century,1,WAR-130,0,,FALSE,drill; maurice-of-nassau; musket-training; military-revolution
WAR-180,Military Institutional Decay from Within,war,,standard,drafted,high,1600,1826,era,1,WAR-060,0,,FALSE,janissary; institutional-decay; military-reform; ottoman-empire
WAR-190,Professional NCO Corps,war,,standard,drafted,medium,1700,1900,century,1,WAR-060,0,,FALSE,nco; small-unit-leadership; military-professionalization
WAR-200,Conscription and Mass Armies,war,law; migration; diplomacy; religion,core,drafted,high,1793,1918,decade,4,WAR-060; FIN-020; REL-210; LAW-110,2,WAR-290; LAW-165,FALSE,conscription; levee-en-masse; mass-mobilization; citizen-soldier; civil-registration; army-literacy; nation-building
WAR-210,Military Medicine — Triage and Evacuation,war,health,core,drafted,high,1793,1950,century,1,WAR-060,0,,FALSE,triage; ambulance; battlefield-medicine; evacuation-chain
WAR-220,Combat Motivation and Small-Unit Cohesion,war,,standard,drafted,medium,1800,1950,century,0,,0,,TRUE,combat-motivation; primary-group-cohesion; morale; small-unit-psychology
WAR-230,Staff and Operational Art,war,,core,drafted,high,1806,1900,century,2,WAR-060; WAR-090,0,,FALSE,general-staff; operational-art; prussian-military-reform
